SerialNumber,ProductID,ProductName,PurchaseDate,CustomerID,QuantitySold,SalesPrice,SalesChannel,Region,DiscountApplied,Returns,CustomerReview,CustomerComplaints,SalesReputation,TimeToActivation,ProductAge,MarketingSource,CustomerLoyalty,PaymentMethod,ProductReturnReason,CustomerSupportInteraction,ProductWarrantyDuration
SN-BLV2JT3S,Adobe_Prod_712_Version_4,Adobe_Adobe_Prod_712_Version_4_Suite,2023-11-19,C4386,3,421.96,Authorized Retailer,North America,13.73,3,5,4,2,1,498,Direct Search,8,Credit Card,Other,2,24
SN-2CWQL60I,Adobe_Prod_42_Version_8,Adobe_Adobe_Prod_42_Version_8_Suite,2023-02-14,C6300,9,449.59,Authorized Retailer,South America,13.72,7,4,3,1,4,700,Direct Search,8,Credit Card,Found cheaper,4,24
SN-H2R6OPS1,Adobe_Prod_897_Version_2,Adobe_Adobe_Prod_897_Version_2_Suite,2023-06-14,C6014,5,273.33,Direct Sales,North America,10.0,5,5,3,9,5,403,Email Marketing,9,Credit Card,Other,6,24
SN-DQDYPM1Y,Adobe_Prod_554_Version_10,Adobe_Adobe_Prod_554_Version_10_Suite,2023-11-18,C3606,9,343.06,Direct Sales,Europe,6.98,1,5,2,7,4,373,Direct Search,9,Credit Card,Other,7,12
SN-TWS4DD9,02TD6R,Adobe_02TD6R_Suite,2023-04-14,C2721,10,92.6,Third-party Retailer,South America,28.54,12,3,10,2,9,321,Word of Mouth,1,Cryptocurrency,Other,19,6
SN-X1EXHC3W,Adobe_Prod_953_Version_2,Adobe_Adobe_Prod_953_Version_2_Suite,2023-12-04,C3273,10,296.31,Authorized Retailer,South America,14.57,8,5,4,8,1,513,Email Marketing,9,Credit Card,Found cheaper,7,24
SN-TXIYLDEL,Adobe_Prod_122_Version_7,Adobe_Adobe_Prod_122_Version_7_Suite,2023-12-07,C7844,7,293.1,Direct Sales,Asia,9.13,4,4,5,8,6,685,Email Marketing,7,PayPal,Other,4,12
SN-I5TIQLRF,Adobe_Prod_733_Version_5,Adobe_Adobe_Prod_733_Version_5_Suite,2023-03-27,C6614,1,486.0,Direct Sales,Africa,9.81,10,4,2,9,5,538,Direct Search,9,Credit Card,Found cheaper,3,24
SN6BDYBMPH0,YAU0CQ,Adobe_YAU0CQ_Suite,2023-02-05,C7030,8,106.89,Third-party Retailer,Africa,24.29,13,1,14,7,15,232,Social Media,1,Cryptocurrency,Other,20,6
Sn-O60TQEE2,D2T8LY,Adobe_D2T8LY_Suite,2023-02-21,C5580,6,85.61,Unknown Vendor,North America,23.98,16,3,20,3,10,335,Word of Mouth,2,Cryptocurrency,Not as described,13,6
SN-Z60VG5A,ZJKY9Y,Adobe_ZJKY9Y_Suite,2023-05-19,C5364,8,134.94,Third-party Retailer,Europe,28.78,12,1,19,7,9,42,Word of Mouth,2,Cryptocurrency,Product malfunction,18,6
Sn-QAYBY9D6,WIZL0T,Adobe_WIZL0T_Suite,2023-02-04,C3947,3,147.61,Unknown Vendor,Asia,27.63,10,2,12,2,6,193,Social Media,3,Cryptocurrency,Other,20,6
SNVCL9ZLVWI,QN6Q5C,Adobe_QN6Q5C_Suite,2023-10-28,C8136,3,94.84,Direct Sales,Asia,23.54,11,1,11,9,9,137,Social Media,2,Cryptocurrency,Product malfunction,13,6
SNVUE5JTICQ,PCMUQX,Adobe_PCMUQX_Suite,2023-09-15,C3303,9,81.51,Third-party Retailer,Africa,25.11,18,1,19,2,15,96,Social Media,5,Cryptocurrency,Other,10,6
SN-MP2L9UWK,Adobe_Prod_572_Version_4,Adobe_Adobe_Prod_572_Version_4_Suite,2023-10-29,C5505,9,207.08,Authorized Retailer,North America,10.2,3,4,5,2,4,637,Direct Search,7,PayPal,Found cheaper,2,12
SN-IRJWCGX6,Adobe_Prod_455_Version_10,Adobe_Adobe_Prod_455_Version_10_Suite,2023-04-14,C9481,9,335.97,Authorized Retailer,South America,11.09,3,5,1,1,2,730,Email Marketing,8,Credit Card,Other,7,12
SN-RPS4Z32B,Adobe_Prod_323_Version_8,Adobe_Adobe_Prod_323_Version_8_Suite,2023-11-12,C6582,5,288.18,Authorized Retailer,Asia,13.83,3,4,1,7,7,632,Direct Search,9,PayPal,Other,3,12
Sn-6JKKZIZE,K9354W,Adobe_K9354W_Suite,2023-11-11,C6532,3,115.27,Third-party Retailer,Africa,28.0,19,1,15,2,6,227,Word of Mouth,2,Cryptocurrency,Not as described,17,6
SN7UDF0R0V0,5GSBDE,Adobe_5GSBDE_Suite,2023-05-14,C3140,5,137.94,Unknown Vendor,Asia,22.38,13,3,13,7,5,120,Social Media,2,Cryptocurrency,Other,11,6
SN-7WKZ43V1,Adobe_Prod_54_Version_3,Adobe_Adobe_Prod_54_Version_3_Suite,2023-03-07,C3172,6,392.52,Authorized Retailer,Asia,5.29,2,5,5,9,1,582,Direct Search,9,Credit Card,Found cheaper,5,12
SN-OWR3AL2A,Adobe_Prod_390_Version_8,Adobe_Adobe_Prod_390_Version_8_Suite,2023-10-05,C5869,1,234.13,Authorized Retailer,North America,10.66,1,5,3,2,7,671,Email Marketing,9,PayPal,Found cheaper,10,24
SN-LMVNMN39,Adobe_Prod_18_Version_5,Adobe_Adobe_Prod_18_Version_5_Suite,2023-08-27,C6867,8,377.0,Direct Sales,Africa,12.55,8,4,5,2,7,434,Email Marketing,8,Credit Card,Found cheaper,4,24
Sn-KFCKRPL5,6WJBWT,Adobe_6WJBWT_Suite,2023-02-13,C6112,1,116.89,Third-party Retailer,Europe,25.75,14,2,11,2,13,234,Social Media,1,Cryptocurrency,Other,12,6
SN-IJVDGNQ4,Adobe_Prod_538_Version_3,Adobe_Adobe_Prod_538_Version_3_Suite,2023-01-23,C1149,8,363.76,Authorized Retailer,Africa,10.25,4,5,3,2,2,617,Email Marketing,8,PayPal,Other,6,12
SN-XU8FSZ6,QRCUTO,Adobe_QRCUTO_Suite,2023-11-22,C6601,6,96.77,Third-party Retailer,South America,21.78,13,3,14,7,11,70,Social Media,4,Cryptocurrency,Other,17,6
Sn-C2CDXEY3,49RXQB,Adobe_49RXQB_Suite,2023-01-17,C6003,2,53.45,Unknown Vendor,Asia,29.39,11,1,18,3,7,102,Social Media,3,Cryptocurrency,Product malfunction,13,6
SND0TAY0BFS,D2SVSX,Adobe_D2SVSX_Suite,2023-10-23,C2476,3,105.38,Third-party Retailer,Asia,28.99,17,1,20,7,1,110,Social Media,3,Cryptocurrency,Product malfunction,18,6
SN-FWLMJC98,Adobe_Prod_132_Version_5,Adobe_Adobe_Prod_132_Version_5_Suite,2023-04-25,C7406,10,303.98,Direct Sales,South America,6.32,9,5,1,1,7,628,Direct Search,9,Credit Card,Found cheaper,1,24
SN-ASZYVM6B,Adobe_Prod_131_Version_1,Adobe_Adobe_Prod_131_Version_1_Suite,2023-07-12,C4204,7,355.97,Direct Sales,South America,6.45,10,4,1,1,3,594,Direct Search,9,Credit Card,Found cheaper,2,24
Sn-YB6FVNZJ,EU1E6Y,Adobe_EU1E6Y_Suite,2023-03-14,C1422,7,56.79,Third-party Retailer,South America,22.39,15,1,11,1,14,161,Word of Mouth,3,Cryptocurrency,Not as described,16,6
SNDL9MIS40D,AMRN8Q,Adobe_AMRN8Q_Suite,2023-10-13,C6635,3,53.55,Unknown Vendor,South America,29.55,12,1,13,8,6,237,Social Media,5,Cryptocurrency,Product malfunction,11,6
Sn-582NND1A,RKLL6V,Adobe_RKLL6V_Suite,2023-06-04,C5143,9,87.1,Third-party Retailer,South America,25.54,12,3,18,7,7,211,Social Media,1,Cryptocurrency,Other,14,6
SNVWN9UDITM,9P23AR,Adobe_9P23AR_Suite,2023-12-26,C6583,2,124.49,Unknown Vendor,Europe,26.35,18,1,18,1,13,335,Word of Mouth,4,Cryptocurrency,Not as described,11,6
SNH96GITN4Q,BEA429,Adobe_BEA429_Suite,2023-11-17,C5789,6,96.4,Unknown Vendor,North America,26.96,12,1,14,1,8,360,Social Media,4,Cryptocurrency,Not as described,19,6
Sn-2RMJY46W,1Y26SW,Adobe_1Y26SW_Suite,2023-02-07,C9272,5,114.4,Unknown Vendor,Africa,26.27,15,3,18,7,2,283,Word of Mouth,3,Cryptocurrency,Not as described,14,6
SN-J34Q6QFP,Adobe_Prod_519_Version_2,Adobe_Adobe_Prod_519_Version_2_Suite,2023-02-08,C1562,8,429.41,Direct Sales,North America,14.37,3,4,2,8,1,678,Email Marketing,10,PayPal,Other,9,12
SN-T4DAQZS3,Adobe_Prod_829_Version_8,Adobe_Adobe_Prod_829_Version_8_Suite,2023-10-06,C8808,1,298.39,Authorized Retailer,Africa,8.27,7,4,2,2,7,514,Direct Search,8,Credit Card,Other,9,12
SN-7NLJGTO4,Adobe_Prod_685_Version_1,Adobe_Adobe_Prod_685_Version_1_Suite,2023-12-30,C7433,2,389.9,Authorized Retailer,Asia,7.81,5,5,3,8,6,709,Email Marketing,6,PayPal,Found cheaper,7,24
SN-NPR7VNO,GZUT84,Adobe_GZUT84_Suite,2023-06-04,C2907,4,64.72,Unknown Vendor,Asia,25.97,20,1,20,1,15,112,Word of Mouth,2,Cryptocurrency,Product malfunction,13,6
SN-VRRGN5V,5KJ60U,Adobe_5KJ60U_Suite,2023-06-07,C5050,8,83.41,Third-party Retailer,Asia,20.34,15,1,17,2,4,247,Word of Mouth,1,Cryptocurrency,Product malfunction,13,6
SNX74AXRILI,LD771W,Adobe_LD771W_Suite,2023-04-18,C9458,3,112.3,Third-party Retailer,South America,22.21,19,2,11,3,11,358,Social Media,5,Cryptocurrency,Not as described,20,6
SN-GX063VEE,Adobe_Prod_212_Version_6,Adobe_Adobe_Prod_212_Version_6_Suite,2023-02-12,C8194,10,468.69,Direct Sales,South America,11.65,6,4,1,8,3,365,Email Marketing,8,PayPal,Found cheaper,5,12
SN-GRJK4C7R,Adobe_Prod_106_Version_3,Adobe_Adobe_Prod_106_Version_3_Suite,2023-11-22,C5630,6,433.66,Authorized Retailer,Asia,10.98,8,4,4,2,6,526,Email Marketing,7,Credit Card,Found cheaper,9,12
Sn-RMASO31J,A5816F,Adobe_A5816F_Suite,2023-05-31,C3073,3,96.99,Third-party Retailer,South America,21.58,18,3,12,8,4,267,Social Media,2,Cryptocurrency,Not as described,11,6
Sn-UV6K97DS,S7XNOJ,Adobe_S7XNOJ_Suite,2023-12-23,C4200,3,78.87,Unknown Vendor,South America,23.42,15,3,17,9,5,202,Social Media,3,Cryptocurrency,Not as described,12,6
SN-EEGO4NH3,Adobe_Prod_153_Version_1,Adobe_Adobe_Prod_153_Version_1_Suite,2023-01-28,C8436,10,401.13,Direct Sales,North America,11.79,5,5,4,9,5,647,Direct Search,9,PayPal,Other,6,12
SN-0NM6G685,Adobe_Prod_579_Version_5,Adobe_Adobe_Prod_579_Version_5_Suite,2023-08-31,C9949,1,251.86,Direct Sales,Africa,6.05,5,5,5,3,4,475,Email Marketing,10,PayPal,Other,6,12
Sn-5AHFTDAB,RSBCY3,Adobe_RSBCY3_Suite,2023-02-13,C4415,8,65.08,Third-party Retailer,Africa,28.68,13,3,14,8,2,72,Word of Mouth,1,Cryptocurrency,Not as described,15,6
SNO0GASMSTG,4CY8C5,Adobe_4CY8C5_Suite,2023-04-06,C9219,4,74.47,Unknown Vendor,Europe,28.55,16,1,20,2,14,50,Word of Mouth,3,Cryptocurrency,Product malfunction,17,6
SN30JDNK6BY,8FDAG3,Adobe_8FDAG3_Suite,2023-11-13,C5460,2,117.25,Unknown Vendor,South America,23.7,20,1,19,9,3,101,Word of Mouth,4,Cryptocurrency,Other,16,6
SN-3W7MKQW6,Adobe_Prod_416_Version_5,Adobe_Adobe_Prod_416_Version_5_Suite,2023-09-08,C3404,1,230.54,Authorized Retailer,Africa,9.44,4,4,5,3,6,488,Direct Search,10,PayPal,Other,10,24
Sn-Q320A436,U2TQ4L,Adobe_U2TQ4L_Suite,2023-05-21,C6607,8,90.66,Third-party Retailer,Europe,23.89,15,1,10,8,11,102,Social Media,5,Cryptocurrency,Other,13,6
SN-YG237U0Q,Adobe_Prod_780_Version_10,Adobe_Adobe_Prod_780_Version_10_Suite,2023-05-13,C7014,2,216.01,Authorized Retailer,South America,10.7,4,5,5,1,2,450,Email Marketing,6,PayPal,Found cheaper,7,12
Sn-2SXX3FQT,HFUJMP,Adobe_HFUJMP_Suite,2023-02-05,C5634,6,63.11,Third-party Retailer,Africa,26.32,16,1,13,3,6,105,Social Media,3,Cryptocurrency,Product malfunction,11,6
SN-C7GJCRMD,Adobe_Prod_527_Version_8,Adobe_Adobe_Prod_527_Version_8_Suite,2023-12-12,C4473,1,270.88,Direct Sales,Africa,13.98,3,5,1,3,4,576,Direct Search,6,PayPal,Found cheaper,8,12
SN-C5OQKDRS,Adobe_Prod_355_Version_8,Adobe_Adobe_Prod_355_Version_8_Suite,2023-07-31,C7654,4,453.38,Third-party Retailer,Asia,14.37,2,5,2,1,7,700,Direct Search,10,Credit Card,Found cheaper,10,12
SN-E2D09OVE,Adobe_Prod_687_Version_7,Adobe_Adobe_Prod_687_Version_7_Suite,2023-08-16,C5904,2,428.11,Authorized Retailer,Africa,9.91,1,5,4,8,4,524,Email Marketing,8,PayPal,Other,3,12
SN-6MFL33IA,Adobe_Prod_78_Version_4,Adobe_Adobe_Prod_78_Version_4_Suite,2023-12-04,C4949,4,463.81,Unknown Vendor,Asia,5.37,5,5,2,2,4,378,Email Marketing,7,PayPal,Found cheaper,2,12
SNYCJART5OR,9ZJ80C,Adobe_9ZJ80C_Suite,2023-01-20,C9129,2,105.28,Unknown Vendor,North America,23.29,16,2,10,1,14,151,Social Media,4,Cryptocurrency,Product malfunction,20,6
Sn-LJ0KE58I,42QOWU,Adobe_42QOWU_Suite,2023-03-19,C5468,5,149.95,Third-party Retailer,Europe,22.24,12,2,12,3,11,261,Word of Mouth,2,Cryptocurrency,Product malfunction,18,6
SN-KK5KLFV,0VDLXR,Adobe_0VDLXR_Suite,2023-01-11,C7796,6,146.69,Third-party Retailer,Africa,21.52,16,3,13,1,1,241,Social Media,4,Cryptocurrency,Product malfunction,10,6
SN-DO796U6Y,Adobe_Prod_837_Version_2,Adobe_Adobe_Prod_837_Version_2_Suite,2023-10-23,C8850,10,331.85,Authorized Retailer,Asia,10.97,3,5,4,1,7,536,Direct Search,10,PayPal,Other,6,12
SN-QIAYE0PS,Adobe_Prod_634_Version_3,Adobe_Adobe_Prod_634_Version_3_Suite,2023-02-12,C1872,1,255.5,Direct Sales,Asia,6.64,2,5,5,8,2,512,Email Marketing,8,PayPal,Other,7,24
SN-BXZH7PX2,Adobe_Prod_993_Version_8,Adobe_Adobe_Prod_993_Version_8_Suite,2023-10-09,C7011,5,478.84,Direct Sales,South America,7.31,2,4,4,3,6,428,Email Marketing,6,Credit Card,Found cheaper,4,24
SN-8N65JD5V,Adobe_Prod_629_Version_9,Adobe_Adobe_Prod_629_Version_9_Suite,2023-02-01,C4068,8,413.78,Authorized Retailer,South America,8.21,6,5,1,1,7,540,Direct Search,6,PayPal,Found cheaper,4,12
SN-2R616KUZ,Adobe_Prod_662_Version_9,Adobe_Adobe_Prod_662_Version_9_Suite,2023-08-04,C2987,3,447.29,Direct Sales,Africa,7.76,4,4,2,7,5,447,Email Marketing,8,PayPal,Found cheaper,1,24
SN-LOPAO8HE,Adobe_Prod_80_Version_5,Adobe_Adobe_Prod_80_Version_5_Suite,2023-08-16,C3859,4,484.22,Authorized Retailer,Africa,13.18,2,5,1,8,4,411,Email Marketing,9,PayPal,Other,9,24
SNEI0EY08IP,HUVRNL,Adobe_HUVRNL_Suite,2023-07-13,C2117,6,123.39,Unknown Vendor,Africa,25.99,13,1,14,7,9,30,Word of Mouth,4,Cryptocurrency,Product malfunction,10,6
SN-FUGJZ69,JDEE2T,Adobe_JDEE2T_Suite,2023-07-10,C2672,7,77.19,Third-party Retailer,Asia,24.46,14,3,14,7,1,90,Social Media,5,Cryptocurrency,Other,17,6
SN-6PMDJT2,EDSYR0,Adobe_EDSYR0_Suite,2023-02-13,C4814,4,109.56,Unknown Vendor,Europe,28.53,13,2,20,8,8,118,Word of Mouth,3,Cryptocurrency,Product malfunction,15,6
SN-XO9GOPRS,Adobe_Prod_584_Version_8,Adobe_Adobe_Prod_584_Version_8_Suite,2023-05-09,C8663,8,350.52,Authorized Retailer,Africa,9.29,2,5,2,9,1,678,Email Marketing,7,Credit Card,Found cheaper,2,12
SN-2Y8NTKBG,Adobe_Prod_232_Version_10,Adobe_Adobe_Prod_232_Version_10_Suite,2023-10-24,C9994,8,276.32,Direct Sales,Africa,5.36,8,5,2,3,4,692,Email Marketing,7,PayPal,Found cheaper,1,12
SN-XX3EG685,Adobe_Prod_299_Version_8,Adobe_Adobe_Prod_299_Version_8_Suite,2023-01-03,C3146,1,258.52,Direct Sales,Asia,7.3,5,4,3,1,2,634,Direct Search,9,PayPal,Other,6,24
SN-V8FDHW5D,Adobe_Prod_615_Version_2,Adobe_Adobe_Prod_615_Version_2_Suite,2023-10-06,C1493,5,324.17,Direct Sales,South America,6.32,7,4,5,9,5,634,Direct Search,6,PayPal,Other,8,12
SN-JKX5L1OW,Adobe_Prod_689_Version_7,Adobe_Adobe_Prod_689_Version_7_Suite,2023-11-26,C2227,7,423.8,Direct Sales,Africa,11.02,9,5,5,9,4,409,Email Marketing,10,Credit Card,Other,6,12
SN2349IDI7U,ENF8RA,Adobe_ENF8RA_Suite,2023-10-20,C9350,10,135.38,Third-party Retailer,South America,27.88,15,2,16,8,11,218,Word of Mouth,1,Cryptocurrency,Not as described,15,6
Sn-2VBJK51F,B1EPGN,Adobe_B1EPGN_Suite,2023-10-06,C9290,4,65.44,Third-party Retailer,Europe,25.75,18,1,11,3,11,350,Social Media,2,Cryptocurrency,Product malfunction,19,6
SN-EIAPHYTI,Adobe_Prod_390_Version_1,Adobe_Adobe_Prod_390_Version_1_Suite,2023-10-24,C8611,5,491.67,Third-party Retailer,Asia,10.97,4,5,1,9,2,727,Direct Search,6,Credit Card,Other,7,12
SN-00DZH0AU,Adobe_Prod_296_Version_8,Adobe_Adobe_Prod_296_Version_8_Suite,2023-06-14,C9256,5,393.41,Authorized Retailer,North America,7.37,5,4,5,7,5,499,Email Marketing,7,Credit Card,Other,10,12
SNX8R6FLNHC,R9OSYN,Adobe_R9OSYN_Suite,2023-02-22,C6326,5,58.1,Third-party Retailer,Europe,21.17,15,1,11,3,10,209,Social Media,3,Cryptocurrency,Product malfunction,18,6
SN-QLPI0NOV,Adobe_Prod_699_Version_2,Adobe_Adobe_Prod_699_Version_2_Suite,2023-07-05,C3694,9,355.87,Authorized Retailer,Asia,7.36,6,4,5,8,3,588,Direct Search,6,Credit Card,Other,10,12
SNSZQ7P8EYR,AZXHJU,Adobe_AZXHJU_Suite,2023-07-31,C1213,1,55.89,Unknown Vendor,South America,28.41,16,2,17,7,1,106,Social Media,1,Cryptocurrency,Other,20,6
SNZZQIQZ04E,09RL7H,Adobe_09RL7H_Suite,2023-12-08,C5660,2,79.24,Third-party Retailer,North America,25.29,16,2,20,3,8,264,Word of Mouth,5,Cryptocurrency,Product malfunction,20,6
SN-K0HX3070,Adobe_Prod_206_Version_5,Adobe_Adobe_Prod_206_Version_5_Suite,2023-11-15,C4916,5,316.67,Direct Sales,South America,9.11,4,4,4,2,4,371,Direct Search,9,Credit Card,Found cheaper,1,12
SN-OD5YCK9S,Adobe_Prod_776_Version_4,Adobe_Adobe_Prod_776_Version_4_Suite,2023-12-20,C4364,1,471.28,Authorized Retailer,Asia,9.35,3,5,5,1,2,626,Direct Search,6,Credit Card,Other,1,12
Sn-WO13XHPH,IA3E39,Adobe_IA3E39_Suite,2023-04-30,C8582,9,106.28,Third-party Retailer,Africa,21.98,13,1,14,2,9,212,Word of Mouth,1,Cryptocurrency,Other,14,6
SN4SS8K0BDW,EGN5F3,Adobe_EGN5F3_Suite,2023-01-20,C3985,10,90.16,Direct Sales,Africa,27.55,19,2,14,3,7,194,Social Media,4,Cryptocurrency,Not as described,20,6
SN-K92G99UJ,Adobe_Prod_888_Version_10,Adobe_Adobe_Prod_888_Version_10_Suite,2023-01-15,C1102,9,466.67,Authorized Retailer,Asia,8.71,1,5,4,9,5,391,Direct Search,6,PayPal,Other,3,12
SN-C4PUDL5G,Adobe_Prod_945_Version_6,Adobe_Adobe_Prod_945_Version_6_Suite,2023-07-01,C8352,5,389.63,Direct Sales,North America,5.58,8,5,3,7,2,527,Email Marketing,9,Credit Card,Found cheaper,5,12
SN-Q80FC5N8,Adobe_Prod_743_Version_7,Adobe_Adobe_Prod_743_Version_7_Suite,2023-05-26,C2524,5,335.6,Direct Sales,Africa,7.85,2,5,2,9,2,666,Email Marketing,7,Credit Card,Found cheaper,9,24
SN-HN3R7ZFA,Adobe_Prod_594_Version_8,Adobe_Adobe_Prod_594_Version_8_Suite,2023-09-26,C5092,4,312.48,Authorized Retailer,Asia,14.32,10,4,1,2,4,562,Email Marketing,7,Credit Card,Found cheaper,4,12
SN-JQDKME9,HP69BZ,Adobe_HP69BZ_Suite,2023-02-11,C6512,7,115.59,Direct Sales,Europe,21.15,11,1,13,7,14,82,Word of Mouth,3,Cryptocurrency,Not as described,19,6
Sn-W99YV88N,DOKIAX,Adobe_DOKIAX_Suite,2023-01-02,C6252,4,144.75,Unknown Vendor,North America,22.31,11,3,17,1,4,37,Social Media,3,Cryptocurrency,Product malfunction,20,6
SN-NODLVE4N,Adobe_Prod_723_Version_3,Adobe_Adobe_Prod_723_Version_3_Suite,2023-01-25,C5920,1,268.79,Authorized Retailer,South America,6.9,8,4,5,3,1,389,Direct Search,8,Credit Card,Other,3,24
SN-1B9T00DT,Adobe_Prod_271_Version_6,Adobe_Adobe_Prod_271_Version_6_Suite,2023-06-01,C8402,3,283.89,Authorized Retailer,Europe,14.82,4,5,1,7,4,584,Direct Search,6,Credit Card,Found cheaper,3,12
SN-BOOXPOA5,Adobe_Prod_282_Version_2,Adobe_Adobe_Prod_282_Version_2_Suite,2023-07-07,C2513,1,450.85,Direct Sales,Europe,8.24,9,4,1,1,5,435,Email Marketing,9,Credit Card,Other,2,24
SNP52ISPKWM,5QMPT0,Adobe_5QMPT0_Suite,2023-02-06,C5405,4,95.41,Third-party Retailer,Africa,25.67,20,2,17,1,15,49,Social Media,2,Cryptocurrency,Other,13,6
SNWI49YV5G9,IPXB77,Adobe_IPXB77_Suite,2023-09-15,C2153,2,73.11,Unknown Vendor,North America,22.73,13,1,16,1,9,267,Social Media,5,Cryptocurrency,Other,11,6
SN-0W7NN5O,1TH9W7,Adobe_1TH9W7_Suite,2023-09-07,C3501,8,70.89,Third-party Retailer,North America,20.18,15,1,18,7,6,66,Social Media,5,Cryptocurrency,Other,10,6
SN-2OLF8JZX,Adobe_Prod_127_Version_6,Adobe_Adobe_Prod_127_Version_6_Suite,2023-03-15,C5408,7,434.29,Authorized Retailer,South America,10.56,5,4,2,2,7,729,Email Marketing,7,Credit Card,Other,10,24
SN-LCT3LQQD,Adobe_Prod_744_Version_5,Adobe_Adobe_Prod_744_Version_5_Suite,2023-12-20,C2577,1,498.56,Authorized Retailer,Asia,12.13,4,5,5,8,1,630,Email Marketing,10,PayPal,Other,6,12
SN-8VU1OQN,SWJJ1R,Adobe_SWJJ1R_Suite,2023-07-14,C4654,2,100.24,Unknown Vendor,Asia,28.8,16,1,11,2,8,95,Social Media,2,Cryptocurrency,Product malfunction,11,6
SN-HVCEF7G,OQ2Q2X,Adobe_OQ2Q2X_Suite,2023-12-04,C3452,8,88.08,Third-party Retailer,North America,20.13,10,1,19,2,4,224,Social Media,2,Cryptocurrency,Not as described,14,6
SN-579A6RL,0P2GNS,Adobe_0P2GNS_Suite,2023-07-25,C3016,7,82.38,Direct Sales,North America,29.58,14,2,18,1,10,247,Word of Mouth,4,Cryptocurrency,Not as described,13,6
Sn-EI9OSP27,S2V38G,Adobe_S2V38G_Suite,2023-05-26,C2331,5,78.28,Unknown Vendor,North America,25.96,11,1,17,1,1,286,Word of Mouth,2,Cryptocurrency,Not as described,14,6
Sn-2PSFV569,NM15DH,Adobe_NM15DH_Suite,2023-03-08,C9219,10,98.54,Third-party Retailer,Asia,21.6,18,3,14,8,15,327,Word of Mouth,1,Cryptocurrency,Product malfunction,19,6
SN-XSWTOGEO,Adobe_Prod_903_Version_5,Adobe_Adobe_Prod_903_Version_5_Suite,2023-11-23,C3028,6,263.99,Direct Sales,Africa,12.31,6,5,4,7,3,690,Email Marketing,9,Credit Card,Other,7,24
SN-2H3TTKXT,Adobe_Prod_773_Version_3,Adobe_Adobe_Prod_773_Version_3_Suite,2023-12-22,C9860,9,215.37,Direct Sales,Africa,11.92,7,5,3,3,6,640,Direct Search,8,Credit Card,Found cheaper,10,12
SN-XCFGHZ6F,Adobe_Prod_65_Version_1,Adobe_Adobe_Prod_65_Version_1_Suite,2023-08-24,C4306,10,201.24,Direct Sales,Africa,13.28,5,5,5,9,3,402,Direct Search,7,PayPal,Found cheaper,7,24
SN3S306TH6V,705JAO,Adobe_705JAO_Suite,2023-07-14,C2016,10,68.49,Third-party Retailer,North America,21.79,20,2,19,9,5,201,Social Media,2,Cryptocurrency,Product malfunction,19,6
SN-X80CMF0,WCBSVX,Adobe_WCBSVX_Suite,2023-06-05,C4125,1,50.74,Unknown Vendor,Europe,27.88,10,2,18,1,7,331,Word of Mouth,1,Cryptocurrency,Other,16,6
SN-OQJ2XGJ8,Adobe_Prod_741_Version_2,Adobe_Adobe_Prod_741_Version_2_Suite,2023-11-08,C9040,9,483.92,Direct Sales,South America,8.79,1,4,5,8,6,367,Direct Search,6,PayPal,Found cheaper,8,12
SN-6T5XDYDF,Adobe_Prod_752_Version_1,Adobe_Adobe_Prod_752_Version_1_Suite,2023-09-28,C4107,1,318.76,Direct Sales,South America,7.2,10,4,4,1,2,549,Direct Search,8,Credit Card,Found cheaper,10,12
Sn-IUMDE4KS,H5Z6PV,Adobe_H5Z6PV_Suite,2023-10-07,C1017,5,86.42,Unknown Vendor,Europe,20.38,13,2,19,7,10,300,Social Media,3,Cryptocurrency,Other,10,6
SN-LNHHI9VE,Adobe_Prod_772_Version_4,Adobe_Adobe_Prod_772_Version_4_Suite,2023-03-08,C7222,2,367.07,Direct Sales,Europe,8.8,8,4,4,7,5,365,Email Marketing,6,Credit Card,Found cheaper,2,24
SNUMZNM45CJ,K1HMM1,Adobe_K1HMM1_Suite,2023-02-05,C6443,4,126.8,Third-party Retailer,Asia,22.4,19,2,12,1,15,219,Social Media,3,Cryptocurrency,Product malfunction,10,6
SN-BWEXCSQD,Adobe_Prod_84_Version_4,Adobe_Adobe_Prod_84_Version_4_Suite,2023-02-14,C6481,1,227.35,Authorized Retailer,Europe,8.25,8,5,1,8,6,513,Email Marketing,7,Credit Card,Other,10,12
SN-TQGN81B1,Adobe_Prod_939_Version_3,Adobe_Adobe_Prod_939_Version_3_Suite,2023-10-18,C1675,2,244.19,Authorized Retailer,North America,9.48,8,4,1,7,6,404,Email Marketing,8,PayPal,Other,2,12
SN-8FDJU43T,Adobe_Prod_85_Version_1,Adobe_Adobe_Prod_85_Version_1_Suite,2023-04-07,C6848,1,431.12,Authorized Retailer,Africa,8.92,6,4,3,1,5,576,Direct Search,8,PayPal,Other,10,24
SN-X7GEY7Q,1MW91X,Adobe_1MW91X_Suite,2023-04-06,C9201,7,149.06,Third-party Retailer,Africa,28.48,10,1,16,1,4,272,Social Media,1,Cryptocurrency,Product malfunction,16,6
SNQY6FCWLSI,KT8JI4,Adobe_KT8JI4_Suite,2023-02-26,C1622,1,83.69,Third-party Retailer,Asia,28.46,16,1,10,3,15,307,Word of Mouth,2,Cryptocurrency,Not as described,16,6
